"follower_id","followee_id"
"575","19"
"113","19"
"193","19"
"127","19"
"626","19"
"99","19"
"653","19"
"247","19"
"754","19"
"262","19"
"526","19"
"265","19"
"322","19"
"237","19"
"235","19"
"71","19"
"224","19"
"230","19"
"169","19"
"568","19"
"521","19"
"720","19"
"544","19"
"663","19"
"896","20"
"140","21"
"867","21"
"37","21"
"113","21"
"362","21"
"230","21"
"714","21"
"322","21"
"266","22"
"689","22"
"6","22"
"240","22"
"778","22"
"985","22"
"624","22"
"175","22"
"391","22"
"725","22"
"1","22"
"8","22"
"762","22"
"894","22"
"103","22"
"745","22"
"86","22"
"618","22"
"553","22"
"184","22"
"254","22"
"92","22"
"965","22"
"203","22"
"260","22"
"482","22"
"12","23"
"16","23"
"26","23"
"28","23"
"44","23"
"46","23"
"48","23"
"49","23"
"53","23"
"58","23"
"74","23"
"117","23"
"118","23"
"120","23"
"141","23"
"149","23"
"151","23"
"155","23"
"179","23"
"188","23"
"190","23"
"201","23"
"208","23"
"210","23"
"221","23"
"241","23"
"280","23"
"285","23"
"314","23"
"321","23"
"336","23"
"338","23"
"342","23"
"347","23"
"349","23"
"370","23"
"376","23"
"378","23"
"381","23"
"383","23"
"420","23"
"449","23"
"450","23"
"483","23"
"489","23"
"501","23"
"513","23"
"519","23"
"530","23"
"534","23"
"539","23"
"549","23"
"555","23"
"574","23"
"579","23"
"587","23"
"595","23"
"605","23"
"628","23"
"635","23"
"656","23"
"661","23"
"670","23"
"683","23"
"697","23"
"723","23"
"728","23"
"732","23"
"741","23"
"760","23"
"781","23"
"784","23"
"799","23"
"803","23"
"821","23"
"822","23"
"835","23"
"842","23"
"851","23"
"875","23"
"889","23"
"898","23"
"910","23"
"921","23"
"953","23"
"955","23"
"959","23"
"964","23"
"975","23"
"977","23"
"978","23"
"983","23"
"984","23"
"987","23"
"1008","23"
"1012","23"
"1017","23"
"367","24"
"654","25"
"12","26"
"16","26"
"23","26"
"28","26"
"44","26"
"46","26"
"48","26"
"49","26"
"53","26"
"58","26"
"74","26"
"117","26"
"118","26"
"120","26"
"141","26"
"149","26"
"151","26"
"155","26"
"179","26"
"188","26"
"190","26"
"201","26"
"208","26"
"210","26"
"221","26"
"241","26"
"280","26"
"285","26"
"314","26"
"321","26"
"336","26"
"338","26"
"342","26"
"347","26"
"349","26"
"370","26"
"376","26"
"378","26"
"381","26"
"383","26"
"420","26"
"449","26"
"450","26"
"483","26"
"489","26"
"501","26"
"513","26"
"519","26"
"530","26"
"534","26"
"539","26"
"549","26"
"555","26"
"574","26"
"579","26"
"587","26"
"595","26"
"605","26"
"628","26"
"635","26"
"656","26"
"661","26"
"670","26"
"683","26"
"697","26"
"723","26"
"728","26"
"732","26"
"741","26"
"760","26"
"781","26"
"784","26"
"799","26"
"803","26"
"821","26"
"822","26"
"835","26"
"842","26"
"851","26"
"875","26"
"889","26"
"898","26"
"910","26"
"921","26"
"953","26"
"955","26"
"959","26"
"964","26"
"975","26"
"977","26"
"978","26"
"983","26"
"984","26"
"987","26"
"1008","26"
"1012","26"
"1017","26"
"363","27"
"217","27"
"236","27"
"763","27"
"129","27"
"971","27"
"269","27"
"830","27"
"182","27"
"480","27"
"438","27"
"674","27"
"421","27"
"541","27"
"500","27"
"459","27"
"841","27"
"302","27"
"368","27"
"189","27"
"318","27"
"62","27"
"441","27"
"527","27"
"295","27"
"805","27"
"825","27"
"234","27"
"684","27"
"1003","27"
"913","27"
"837","27"
"693","27"
"852","27"
"467","27"
"588","27"
"136","27"
"389","27"
"364","27"
"580","27"
"180","27"
"209","27"
"377","27"
"704","27"
"475","27"
"591","27"
"491","27"
"854","27"
"352","27"
"722","27"
"958","27"
"877","27"
"673","27"
"671","27"
"699","27"
"496","27"
"908","27"
"814","27"
"93","27"
"738","27"
"505","27"
"415","27"
"64","27"
"183","27"
"681","27"
"524","27"
"781","28"
"378","28"
"549","28"
"574","28"
"826","29"
"222","29"
"540","29"
"165","29"
"251","29"
"869","29"
"181","29"
"512","29"
"229","29"
"932","29"
"1007","29"
"83","29"
"65","29"
"473","29"
"510","29"
"360","29"
"353","29"
"101","29"
"974","29"
"669","29"
"529","29"
"232","29"
"711","29"
"115","29"
"469","29"
"144","29"
"981","29"
"769","29"
"700","30"
"887","31"
"603","31"
"103","31"
"633","32"
"972","32"
"590","33"
"485","33"
"688","33"
"153","34"
"861","35"
"972","35"
"90","35"
"516","35"
"409","35"
"315","35"
"550","35"
"320","35"
"195","35"
"300","35"
"698","35"
"481","35"
"126","35"
"106","35"
"782","36"
"694","36"
"642","36"
"262","36"
"531","36"
"721","36"
"366","36"
"823","37"
"152","38"
"397","39"
"712","39"
"927","39"
"351","39"
"228","39"
"18","39"
"906","39"
"70","39"
"980","39"
"933","39"
"596","39"
"152","39"
"724","39"
"682","39"
"789","39"
"632","39"
"776","39"
"138","39"
"701","39"
"1015","39"
"901","39"
"730","39"
"238","39"
"885","39"
"962","39"
"949","39"
"833","39"
"559","39"
"447","39"
"911","39"
"419","39"
"281","40"
"888","40"
"494","40"
"167","40"
"404","40"
"991","40"
"95","41"
"868","42"
"223","43"
"708","43"
"239","43"
"759","43"
"187","43"
"61","43"
"456","43"
"95","43"
"457","43"
"326","43"
"723","44"
"987","44"
"46","44"
"285","44"
"450","44"
"978","44"
"489","44"
"314","44"
"12","44"
"549","44"
"984","44"
"977","44"
"964","44"
"342","44"
"530","44"
"349","44"
"376","44"
"117","44"
"188","44"
"53","44"
"449","44"
"955","44"
"728","44"
"983","44"
"420","44"
"822","44"
"338","44"
"851","44"
"381","44"
"1008","44"
"179","44"
"370","44"
"628","44"
"579","44"
"605","44"
"58","44"
"501","44"
"697","44"
"120","44"
"889","44"
"821","44"
"221","44"
"49","44"
"141","44"
"784","44"
"534","44"
"898","44"
"190","44"
"539","44"
"210","44"
"595","44"
"57","45"
"185","45"
"544","45"
"350","45"
"489","46"
"58","46"
"513","46"
"683","46"
"534","46"
"210","46"
"656","46"
"338","46"
"984","46"
"44","46"
"188","46"
"605","46"
"342","46"
"221","46"
"96","47"
"831","47"
"986","47"
"32","47"
"218","47"
"598","47"
"806","47"
"406","47"
"90","47"
"815","47"
"347","48"
"155","49"
"26","49"
"149","49"
"179","49"
"889","49"
"977","49"
"188","49"
"321","49"
"12","49"
"58","49"
"338","49"
"7","50"
"13","50"
"17","50"
"18","50"
"38","50"
"39","50"
"67","50"
"70","50"
"77","50"
"80","50"
"87","50"
"91","50"
"121","50"
"122","50"
"132","50"
"138","50"
"152","50"
"172","50"
"196","50"
"197","50"
"200","50"
"205","50"
"207","50"
"220","50"
"228","50"
"231","50"
"238","50"
"242","50"
"245","50"
"255","50"
"274","50"
"288","50"
"330","50"
"333","50"
"335","50"
"346","50"
"351","50"
"375","50"
"397","50"
"400","50"
"401","50"
"402","50"
"419","50"
"426","50"
"436","50"
"444","50"
"447","50"
"488","50"
"493","50"
"503","50"
"508","50"
"515","50"
"545","50"
"559","50"
"582","50"
"583","50"
"596","50"
"612","50"
"613","50"
"615","50"
"621","50"
"632","50"
"634","50"
"640","50"
"666","50"
"680","50"
"682","50"
"695","50"
"701","50"
"712","50"
"713","50"
"724","50"
"730","50"
"740","50"
"755","50"
"776","50"
"788","50"
"789","50"
"792","50"
"797","50"
"809","50"
"833","50"
"834","50"
"848","50"
"863","50"
"885","50"
"892","50"
"895","50"
"901","50"
"905","50"
"906","50"
"911","50"
"920","50"
"927","50"
"933","50"
"935","50"
"936","50"
"945","50"
"949","50"
"952","50"
"961","50"
"962","50"
"969","50"
"980","50"
"1010","50"
"1015","50"
"20","51"
"30","51"
"41","51"
"43","51"
"55","51"
"61","51"
"69","51"
"72","51"
"78","51"
"81","51"
"82","51"
"85","51"
"95","51"
"97","51"
"100","51"
"116","51"
"131","51"
"135","51"
"146","51"
"187","51"
"199","51"
"223","51"
"226","51"
"239","51"
"248","51"
"258","51"
"261","51"
"275","51"
"286","51"
"291","51"
"297","51"
"303","51"
"309","51"
"311","51"
"326","51"
"337","51"
"354","51"
"359","51"
"374","51"
"388","51"
"396","51"
"418","51"
"434","51"
"437","51"
"456","51"
"457","51"
"460","51"
"468","51"
"470","51"
"472","51"
"492","51"
"495","51"
"514","51"
"518","51"
"546","51"
"548","51"
"554","51"
"558","51"
"571","51"
"577","51"
"585","51"
"593","51"
"600","51"
"602","51"
"604","51"
"607","51"
"619","51"
"664","51"
"700","51"
"708","51"
"749","51"
"751","51"
"759","51"
"765","51"
"767","51"
"773","51"
"774","51"
"783","51"
"790","51"
"795","51"
"802","51"
"808","51"
"819","51"
"824","51"
"832","51"
"849","51"
"872","51"
"896","51"
"902","51"
"909","51"
"922","51"
"937","51"
"940","51"
"942","51"
"956","51"
"982","51"
"996","51"
"998","51"
"999","51"
"1013","51"
"425","52"
"1012","53"
"431","54"
"909","55"
"490","56"
"990","56"
"639","56"
"395","56"
"665","57"
"575","57"
"148","57"
"325","57"
"579","58"
"216","59"
"883","59"
"838","59"
"305","60"
"409","60"
"106","60"
"736","60"
"264","60"
"1001","60"
"406","60"
"69","61"
"296","62"
"580","62"
"64","62"
"324","62"
"841","63"
"541","63"
"64","63"
"475","63"
"854","63"
"296","63"
"673","63"
"464","63"
"313","63"
"364","63"
"569","63"
"816","63"
"671","63"
"684","63"
"392","63"
"5","64"
"27","64"
"62","64"
"63","64"
"93","64"
"108","64"
"129","64"
"136","64"
"180","64"
"182","64"
"183","64"
"189","64"
"191","64"
"206","64"
"209","64"
"212","64"
"217","64"
"234","64"
"236","64"
"246","64"
"269","64"
"289","64"
"295","64"
"296","64"
"302","64"
"313","64"
"318","64"
"324","64"
"352","64"
"355","64"
"363","64"
"364","64"
"368","64"
"377","64"
"382","64"
"389","64"
"392","64"
"405","64"
"415","64"
"421","64"
"429","64"
"438","64"
"441","64"
"459","64"
"462","64"
"464","64"
"467","64"
"475","64"
"477","64"
"480","64"
"491","64"
"496","64"
"499","64"
"500","64"
"505","64"
"523","64"
"524","64"
"527","64"
"541","64"
"557","64"
"569","64"
"580","64"
"588","64"
"591","64"
"616","64"
"630","64"
"636","64"
"655","64"
"671","64"
"673","64"
"674","64"
"681","64"
"684","64"
"693","64"
"699","64"
"704","64"
"715","64"
"718","64"
"722","64"
"734","64"
"737","64"
"738","64"
"747","64"
"763","64"
"796","64"
"805","64"
"814","64"
"816","64"
"825","64"
"830","64"
"837","64"
"841","64"
"844","64"
"852","64"
"854","64"
"871","64"
"877","64"
"908","64"
"912","64"
"913","64"
"951","64"
"958","64"
"966","64"
"971","64"
"992","64"
"1003","64"
"1005","64"
"251","65"
"769","65"
"307","66"
"746","66"
"943","66"
"103","66"
"139","66"
"843","66"
"905","67"
"621","67"
"632","67"
"294","68"
"331","68"
"733","68"
"147","68"
"686","68"
"551","68"
"752","68"
"323","68"
"216","68"
"1011","68"
"620","68"
"105","68"
"793","68"
"371","68"
"414","68"
"123","68"
"997","68"
"751","69"
"274","70"
"45","71"
"742","71"
"929","71"
"589","71"
"21","71"
"127","71"
"665","71"
"644","71"
"227","71"
"230","71"
"442","71"
"99","71"
"36","71"
"566","71"
"759","72"
"146","72"
"568","73"
"235","73"
"432","73"
"190","74"
"853","75"
"158","75"
"997","75"
"970","76"
"443","76"
"659","76"
"873","76"
"638","76"
"881","76"
"932","76"
"145","76"
"627","76"
"924","76"
"484","76"
"473","76"
"353","76"
"769","76"
"779","76"
"510","76"
"503","77"
"792","77"
"927","77"
"354","78"
"571","78"
"297","78"
"72","78"
"585","78"
"43","78"
"607","78"
"593","78"
"902","78"
"604","78"
"824","78"
"872","78"
"996","78"
"514","78"
"61","78"
"619","78"
"937","78"
"742","79"
"207","80"
"755","80"
"488","80"
"808","81"
"100","81"
"146","81"
"69","81"
"43","81"
"61","81"
"311","82"
"708","82"
"374","82"
"472","82"
"942","82"
"872","82"
"303","82"
"619","82"
"131","82"
"434","82"
"518","82"
"896","82"
"824","82"
"437","82"
"187","82"
"1013","82"
"353","83"
"625","83"
"512","83"
"403","83"
"29","83"
"918","83"
"873","83"
"98","83"
"735","83"
"222","83"
"711","83"
"669","83"
"711","84"
"20","85"
"30","85"
"41","85"
"43","85"
"51","85"
"55","85"
"61","85"
"69","85"
"72","85"
"78","85"
"81","85"
"82","85"
"95","85"
"97","85"
"100","85"
"116","85"
"131","85"
"135","85"
"146","85"
"187","85"
"199","85"
"223","85"
"226","85"
"239","85"
"248","85"
"258","85"
"261","85"
"275","85"
"286","85"
"291","85"
"297","85"
"303","85"
"309","85"
"311","85"
"326","85"
"337","85"
"354","85"
"359","85"
"374","85"
"388","85"
"396","85"
"418","85"
"434","85"
"437","85"
"456","85"
"457","85"
"460","85"
"468","85"
"470","85"
"472","85"
"492","85"
"495","85"
"514","85"
"518","85"
"546","85"
"548","85"
"554","85"
"558","85"
"571","85"
"577","85"
"585","85"
"593","85"
"600","85"
"602","85"
"604","85"
"607","85"
"619","85"
"664","85"
"700","85"
"708","85"
"749","85"
"751","85"
"759","85"
"765","85"
"767","85"
"773","85"
"774","85"
"783","85"
"790","85"
"795","85"
"802","85"
"808","85"
"819","85"
"824","85"
"832","85"
"849","85"
"872","85"
"896","85"
"902","85"
"909","85"
"922","85"
"937","85"
"940","85"
"942","85"
"956","85"
"982","85"
"996","85"
"998","85"
"999","85"
"1013","85"
"857","86"
"943","86"
"445","86"
"562","86"
"215","86"
"926","86"
"8","86"
"153","86"
"923","86"
"870","86"
"22","86"
"422","86"
"689","86"
"794","86"
"766","86"
"139","86"
"89","86"
"839","86"
"282","86"
"6","86"
"192","86"
"576","86"
"887","86"
"725","86"
"184","86"
"757","86"
"965","86"
"949","87"
"848","87"
"18","87"
"67","87"
"197","87"
"911","87"
"634","87"
"242","87"
"335","87"
"961","87"
"444","87"
"545","87"
"351","87"
"682","87"
"436","87"
"220","87"
"615","87"
"952","87"
"640","87"
"901","87"
"121","87"
"863","87"
"906","87"
"70","87"
"582","87"
"50","87"
"205","87"
"797","87"
"712","87"
"933","87"
"833","87"
"330","87"
"613","87"
"788","87"
"730","87"
"488","87"
"740","87"
"375","87"
"1015","87"
"612","87"
"39","87"
"228","87"
"980","87"
"132","87"
"935","87"
"138","87"
"447","87"
"695","87"
"895","87"
"346","87"
"333","87"
"493","87"
"38","87"
"17","87"
"834","87"
"80","87"
"666","87"
"245","87"
"515","87"
"13","87"
"77","87"
"122","87"
"632","87"
"713","87"
"583","87"
"809","87"
"1010","87"
"172","87"
"288","87"
"776","87"
"508","87"
"962","87"
"792","87"
"400","87"
"238","87"
"397","87"
"91","87"
"231","87"
"892","87"
"559","87"
"419","87"
"701","87"
"724","87"
"596","87"
"789","87"
"905","87"
"969","87"
"196","87"
"200","87"
"755","87"
"152","87"
"945","87"
"401","87"
"14","88"
"15","88"
"32","88"
"35","88"
"47","88"
"52","88"
"60","88"
"90","88"
"96","88"
"106","88"
"109","88"
"119","88"
"124","88"
"126","88"
"134","88"
"157","88"
"160","88"
"162","88"
"163","88"
"168","88"
"195","88"
"198","88"
"218","88"
"219","88"
"256","88"
"264","88"
"279","88"
"300","88"
"304","88"
"305","88"
"312","88"
"315","88"
"320","88"
"327","88"
"343","88"
"344","88"
"357","88"
"358","88"
"365","88"
"393","88"
"406","88"
"407","88"
"409","88"
"417","88"
"425","88"
"433","88"
"454","88"
"466","88"
"481","88"
"487","88"
"504","88"
"516","88"
"522","88"
"528","88"
"536","88"
"543","88"
"550","88"
"594","88"
"597","88"
"598","88"
"599","88"
"633","88"
"675","88"
"698","88"
"736","88"
"739","88"
"764","88"
"775","88"
"791","88"
"806","88"
"810","88"
"815","88"
"817","88"
"828","88"
"829","88"
"831","88"
"858","88"
"861","88"
"890","88"
"915","88"
"919","88"
"938","88"
"941","88"
"963","88"
"972","88"
"979","88"
"986","88"
"993","88"
"994","88"
"1001","88"
"1","89"
"6","89"
"8","89"
"11","89"
"22","89"
"31","89"
"34","89"
"66","89"
"86","89"
"92","89"
"103","89"
"114","89"
"130","89"
"133","89"
"139","89"
"143","89"
"150","89"
"153","89"
"164","89"
"175","89"
"176","89"
"184","89"
"192","89"
"203","89"
"211","89"
"215","89"
"225","89"
"233","89"
"240","89"
"252","89"
"254","89"
"260","89"
"266","89"
"282","89"
"284","89"
"307","89"
"328","89"
"332","89"
"334","89"
"339","89"
"391","89"
"413","89"
"422","89"
"445","89"
"446","89"
"474","89"
"482","89"
"511","89"
"532","89"
"535","89"
"537","89"
"553","89"
"562","89"
"576","89"
"578","89"
"586","89"
"603","89"
"606","89"
"608","89"
"610","89"
"614","89"
"618","89"
"624","89"
"631","89"
"637","89"
"641","89"
"646","89"
"649","89"
"650","89"
"651","89"
"657","89"
"667","89"
"677","89"
"689","89"
"696","89"
"702","89"
"719","89"
"725","89"
"726","89"
"727","89"
"745","89"
"746","89"
"757","89"
"762","89"
"766","89"
"772","89"
"778","89"
"794","89"
"839","89"
"843","89"
"857","89"
"870","89"
"880","89"
"886","89"
"887","89"
"894","89"
"917","89"
"923","89"
"925","89"
"926","89"
"928","89"
"943","89"
"957","89"
"960","89"
"965","89"
"985","89"
"989","89"
"1016","89"
"106","90"
"426","91"
"778","92"
"608","92"
"699","93"
"837","93"
"464","93"
"671","93"
"805","93"
"154","94"
"525","94"
"1006","94"
"560","94"
"744","94"
"390","94"
"668","94"
"3","94"
"387","94"
"688","94"
"679","94"
"485","94"
"1014","94"
"717","94"
"581","94"
"290","94"
"542","94"
"408","94"
"20","95"
"774","95"
"248","95"
"600","95"
"571","95"
"940","95"
"131","95"
"434","95"
"55","95"
"996","95"
"78","95"
"604","95"
"751","95"
"388","95"
"802","95"
"275","95"
"849","95"
"51","95"
"97","95"
"998","95"
"304","96"
"919","96"
"454","96"
"305","96"
"119","96"
"698","96"
"979","96"
"481","96"
"47","96"
"815","96"
"312","96"
"994","96"
"597","96"
"938","96"
"300","96"
"550","96"
"163","96"
"279","96"
"32","96"
"791","96"
"775","96"
"195","96"
"536","96"
"311","97"
"872","97"
"29","98"
"65","98"
"76","98"
"83","98"
"84","98"
"101","98"
"110","98"
"115","98"
"128","98"
"144","98"
"145","98"
"159","98"
"161","98"
"165","98"
"174","98"
"181","98"
"222","98"
"229","98"
"232","98"
"251","98"
"270","98"
"273","98"
"340","98"
"353","98"
"360","98"
"372","98"
"373","98"
"380","98"
"385","98"
"386","98"
"398","98"
"403","98"
"443","98"
"448","98"
"469","98"
"473","98"
"484","98"
"486","98"
"502","98"
"507","98"
"510","98"
"512","98"
"517","98"
"520","98"
"529","98"
"538","98"
"540","98"
"556","98"
"564","98"
"625","98"
"627","98"
"638","98"
"645","98"
"659","98"
"669","98"
"678","98"
"711","98"
"731","98"
"735","98"
"753","98"
"761","98"
"769","98"
"779","98"
"801","98"
"804","98"
"813","98"
"826","98"
"864","98"
"866","98"
"869","98"
"873","98"
"874","98"
"876","98"
"879","98"
"881","98"
"893","98"
"900","98"
"918","98"
"924","98"
"931","98"
"932","98"
"946","98"
"967","98"
"968","98"
"970","98"
"974","98"
"981","98"
"988","98"
"1007","98"
"345","99"
"896","100"
"795","100"
"69","100"
"659","101"
"879","101"
"520","101"
"84","101"
"448","101"
"128","101"
"787","102"
"176","103"
"944","104"
"883","105"
"828","106"
"1001","106"
"597","106"
"88","106"
"256","106"
"195","106"
"425","106"
"343","106"
"938","106"
"858","106"
"675","106"
"791","106"
"409","106"
"163","106"
"124","106"
"52","106"
"168","106"
"300","106"
"344","106"
"831","106"
"320","106"
"365","106"
"417","106"
"536","106"
"304","106"
"109","106"
"915","106"
"96","106"
"312","106"
"972","106"
"633","106"
"90","106"
"829","106"
"264","106"
"134","106"
"594","106"
"15","106"
"481","106"
"543","106"
"393","106"
"994","106"
"160","106"
"941","106"
"979","106"
"387","107"
"440","107"
"56","107"
"679","107"
"850","107"
"991","107"
"827","107"
"601","107"
"299","107"
"268","107"
"684","108"
"62","108"
"304","109"
"817","109"
"522","109"
"343","109"
"315","109"
"993","109"
"915","109"
"528","109"
"29","110"
"65","110"
"76","110"
"83","110"
"84","110"
"98","110"
"101","110"
"115","110"
"128","110"
"144","110"
"145","110"
"159","110"
"161","110"
"165","110"
"174","110"
"181","110"
"222","110"
"229","110"
"232","110"
"251","110"
"270","110"
"273","110"
"340","110"
"353","110"
"360","110"
"372","110"
"373","110"
"380","110"
"385","110"
"386","110"
"398","110"
"403","110"
"443","110"
"448","110"
"469","110"
"473","110"
"484","110"
"486","110"
"502","110"
"507","110"
"510","110"
"512","110"
"517","110"
"520","110"
"529","110"
"538","110"
"540","110"
"556","110"
"564","110"
"625","110"
"627","110"
"638","110"
"645","110"
"659","110"
"669","110"
"678","110"
"711","110"
"731","110"
"735","110"
"753","110"
"761","110"
"769","110"
"779","110"
"801","110"
"804","110"
"813","110"
"826","110"
"864","110"
"866","110"
"869","110"
"873","110"
"874","110"
"876","110"
"879","110"
"881","110"
"893","110"
"900","110"
"918","110"
"924","110"
"931","110"
"932","110"
"946","110"
"967","110"
"968","110"
"970","110"
"974","110"
"981","110"
"988","110"
"1007","110"
"622","111"
"754","112"
"99","112"
"45","113"
"787","113"
"1002","113"
"567","113"
"748","113"
"227","113"
"929","113"
"249","113"
"194","113"
"800","113"
"332","114"
"29","115"
"866","115"
"20","116"
"30","116"
"41","116"
"43","116"
"51","116"
"55","116"
"61","116"
"69","116"
"72","116"
"78","116"
"81","116"
"82","116"
"85","116"
"95","116"
"97","116"
"100","116"
"131","116"
"135","116"
"146","116"
"187","116"
"199","116"
"223","116"
"226","116"
"239","116"
"248","116"
"258","116"
"261","116"
"275","116"
"286","116"
"291","116"
"297","116"
"303","116"
"309","116"
"311","116"
"326","116"
"337","116"
"354","116"
"359","116"
"374","116"
"388","116"
"396","116"
"418","116"
"434","116"
"437","116"
"456","116"
"457","116"
"460","116"
"468","116"
"470","116"
"472","116"
"492","116"
"495","116"
"514","116"
"518","116"
"546","116"
"548","116"
"554","116"
"558","116"
"571","116"
"577","116"
"585","116"
"593","116"
"600","116"
"602","116"
"604","116"
"607","116"
"619","116"
"664","116"
"700","116"
"708","116"
"749","116"
"751","116"
"759","116"
"765","116"
"767","116"
"773","116"
"774","116"
"783","116"
"790","116"
"795","116"
"802","116"
"808","116"
"819","116"
"824","116"
"832","116"
"849","116"
"872","116"
"896","116"
"902","116"
"909","116"
"922","116"
"937","116"
"940","116"
"942","116"
"956","116"
"982","116"
"996","116"
"998","116"
"999","116"
"1013","116"
"370","117"
"450","117"
"1017","117"
"781","117"
"728","117"
"120","117"
"555","117"
"489","117"
"534","117"
"875","117"
"513","118"
"861","119"
"264","119"
"597","119"
"536","119"
"109","119"
"160","119"
"994","119"
"764","119"
"96","119"
"993","119"
"357","119"
"358","119"
"327","119"
"550","119"
"698","119"
"305","119"
"279","119"
"52","119"
"409","119"
"32","119"
"90","119"
"675","119"
"522","119"
"633","119"
"504","119"
"938","119"
"35","119"
"14","119"
"124","119"
"986","119"
"810","119"
"979","119"
"406","119"
"915","119"
"963","119"
"972","119"
"829","119"
"218","119"
"806","119"
"315","119"
"162","119"
"198","119"
"487","119"
"828","119"
"941","119"
"598","119"
"858","119"
"195","119"
"817","119"
"256","119"
"88","119"
"919","119"
"791","119"
"47","119"
"126","119"
"528","119"
"543","119"
"501","120"
"605","120"
"683","120"
"822","120"
"210","120"
"1017","120"
"208","120"
"728","120"
"383","120"
"149","120"
"579","120"
"190","120"
"803","120"
"151","120"
"49","120"
"513","120"
"697","120"
"975","120"
"983","120"
"221","120"
"549","120"
"23","120"
"835","120"
"530","120"
"962","121"
"67","121"
"905","121"
"274","122"
"172","122"
"255","122"
"288","122"
"13","122"
"121","122"
"583","122"
"596","122"
"969","122"
"346","122"
"478","123"
"54","123"
"320","124"
"219","124"
"454","124"
"764","124"
"516","124"
"42","125"
"687","125"
"691","125"
"1014","125"
"525","125"
"384","125"
"213","125"
"993","126"
"1009","127"
"544","127"
"249","127"
"729","127"
"193","127"
"846","127"
"779","128"
"93","129"
"738","129"
"136","129"
"674","129"
"252","130"
"925","130"
"223","131"
"81","131"
"100","131"
"896","131"
"790","131"
"7","132"
"13","132"
"17","132"
"18","132"
"38","132"
"39","132"
"50","132"
"67","132"
"70","132"
"77","132"
"80","132"
"87","132"
"91","132"
"121","132"
"122","132"
"138","132"
"152","132"
"172","132"
"196","132"
"197","132"
"200","132"
"205","132"
"207","132"
"220","132"
"228","132"
"231","132"
"238","132"
"242","132"
"245","132"
"255","132"
"274","132"
"288","132"
"330","132"
"333","132"
"335","132"
"346","132"
"351","132"
"375","132"
"397","132"
"400","132"
"401","132"
"402","132"
"419","132"
"426","132"
"436","132"
"444","132"
"447","132"
"488","132"
"493","132"
"503","132"
"508","132"
"515","132"
"545","132"
"559","132"
"582","132"
"583","132"
"596","132"
"612","132"
"613","132"
"615","132"
"621","132"
"632","132"
"634","132"
"640","132"
"666","132"
"680","132"
"682","132"
"695","132"
"701","132"
"712","132"
"713","132"
"724","132"
"730","132"
"740","132"
"755","132"
"776","132"
"788","132"
"789","132"
"792","132"
"797","132"
"809","132"
"833","132"
"834","132"
