"user_id","post_id","content","post_date"
"429","155","I am optimistic","2023-01-26"
"309","156","I'm feeling pumped","2023-01-26"
"19","157","I've gotten elated","2023-01-26"
"13","158","I'm sad","2023-01-26"
"278","159","I'm feeling elated","2023-01-27"
"89","160","I've gotten joyful","2023-01-27"
"707","161","I've gotten nervous","2023-01-27"
"483","162","I'm calm","2023-01-27"
"261","163","I'm feeling impatient","2023-01-28"
"964","164","I'm feeling thrilled","2023-01-28"
"30","165","I feel inspired","2023-01-28"
"136","166","I've been eager","2023-01-28"
"75","167","I'm feeling introspective","2023-01-29"
"217","168","I've gotten spontaneous","2023-01-29"
"667","169","I'm sympathetic","2023-01-29"
"919","170","I am lazy","2023-01-29"
"44","171","I'm hopeful","2023-01-30"
"35","172","I've gotten determined","2023-01-30"
"930","173","I've gotten thrilled","2023-01-30"
"14","174","I'm thrilled","2023-01-30"
"117","175","I'm feeling astonished","2023-01-31"
"973","176","I am astonished","2023-01-31"
"921","177","I feel astonished","2023-01-31"
"4","178","I've been stressed","2023-01-31"
"650","179","I've been rejuvenated","2023-02-01"
"419","180","I'm satisfied","2023-02-01"
"616","181","I'm feeling bored","2023-02-01"
"33","182","I'm disillusioned","2023-02-01"
"54","183","I am impatient","2023-02-02"
"73","184","I've been curious","2023-02-02"
"51","185","I am angry","2023-02-02"
"3","186","I'm feeling determined","2023-02-02"
"130","187","I've been introspective","2023-02-03"
"69","188","I feel fired up","2023-02-03"
"2","189","I'm melancholic","2023-02-03"
"76","190","I've been eager","2023-02-03"
"87","191","I am spontaneous","2023-02-04"
"38","192","I am energetic","2023-02-04"
"804","193","I feel angry","2023-02-04"
"214","194","I'm dejected","2023-02-04"
"704","195","I'm angry","2023-02-05"
"126","196","I've been spontaneous","2023-02-05"
"786","197","I'm angry","2023-02-05"
"790","198","I'm feeling tired","2023-02-05"
"286","199","I am energetic","2023-02-06"
"687","200","I feel worried","2023-02-06"
"944","201","I've gotten spontaneous","2023-02-06"
"47","202","I've gotten nervous","2023-02-06"
"690","203","I feel annoyed","2023-02-07"
"39","204","I've been inspired","2023-02-07"
"76","205","I've gotten apprehensive","2023-02-07"
"205","206","I'm amused","2023-02-07"
"206","207","I'm feeling dejected","2023-02-08"
"208","208","I'm feeling disillusioned","2023-02-08"
"301","209","I feel fired up","2023-02-08"
"513","210","I'm curious","2023-02-08"
"283","211","I'm lazy","2023-02-09"
"987","212","I've gotten frustrated","2023-02-09"
"813","213","I've gotten inspired","2023-02-09"
"751","214","I'm satisfied","2023-02-09"
"25","215","I am eager","2023-02-10"
"47","216","I'm disappointed","2023-02-10"
"22","217","I'm feeling tired","2023-02-10"
"67","218","I'm feeling determined","2023-02-10"
"121","219","I feel amused","2023-02-10"
"12","220","I feel introspective","2023-02-11"
"265","221","I'm feeling peaceful","2023-02-11"
"679","222","I'm feeling frustrated","2023-02-11"
"825","223","I feel curious","2023-02-11"
"377","224","I've gotten rejuvenated","2023-02-11"
"205","225","I feel hopeful","2023-02-12"
"82","226","I've gotten hopeful","2023-02-12"
"31","227","I've gotten tired","2023-02-12"
"255","228","I'm feeling tired","2023-02-12"
"57","229","I've been overwhelmed","2023-02-12"
"45","230","I've been disgusted","2023-02-13"
"6","231","I've gotten fired up","2023-02-13"
"44","232","I am happy","2023-02-13"
"17","233","I feel tired","2023-02-13"
"70","234","I've been peaceful","2023-02-13"
"36","235","I've been eager","2023-02-14"
"849","236","I am energetic","2023-02-14"
"749","237","I'm feeling worried","2023-02-14"
"47","238","I've been calm","2023-02-14"
"607","239","I am amused","2023-02-14"
"473","240","I've gotten energetic","2023-02-15"
"15","241","I feel spontaneous","2023-02-15"
"7","242","I've been peaceful","2023-02-15"
"625","243","I'm feeling apprehensive","2023-02-15"
"10","244","I'm happy","2023-02-15"
"22","245","I am sympathetic","2023-02-16"
"81","246","I've been restless","2023-02-16"
"40","247","I'm feeling happy","2023-02-16"
"46","248","I've gotten itchy","2023-02-16"
"189","249","I'm angry","2023-02-16"
"2","250","I've gotten happy","2023-02-17"
"122","251","I'm feeling optimistic","2023-02-17"
"141","252","I feel astonished","2023-02-17"
"399","253","I feel serene","2023-02-17"
"861","254","I am pessimistic","2023-02-17"
"153","255","I am joyful","2023-02-18"
"871","256","I am bored","2023-02-18"
"17","257","I've been disillusioned","2023-02-18"
"686","258","I've been grateful","2023-02-18"
"40","259","I am amused","2023-02-18"
"824","260","I'm spontaneous","2023-02-19"
"232","261","I've gotten joyful","2023-02-19"
"39","262","I've been excited","2023-02-19"
"76","263","I feel dejected","2023-02-19"
"24","264","I'm satisfied","2023-02-19"
"82","265","I'm feeling fired up","2023-02-20"
"65","266","I've been amused","2023-02-20"
"79","267","I feel happy","2023-02-20"
"467","268","I am spontaneous","2023-02-20"
"292","269","I am overwhelmed","2023-02-20"
"440","270","I've been excited","2023-02-21"
"16","271","I feel content","2023-02-21"
"75","272","I am eager","2023-02-21"
"132","273","I feel melancholic","2023-02-21"
"28","274","I'm feeling bored","2023-02-21"
"847","275","I've gotten inspired","2023-02-22"
"14","276","I've gotten nervous","2023-02-22"
"436","277","I'm rejuvenated","2023-02-22"
"17","278","I'm thrilled","2023-02-22"
"72","279","I am lonely","2023-02-22"
"785","280","I am optimistic","2023-02-23"
"43","281","I'm eager","2023-02-23"
"959","282","I'm elated","2023-02-23"
"11","283","I feel energetic","2023-02-23"
"159","284","I'm feeling astonished","2023-02-23"
"544","285","I feel bored","2023-02-24"
"437","286","I've gotten curious","2023-02-24"
"735","287","I'm feeling determined","2023-02-24"
"25","288","I feel stressed","2023-02-24"
"656","289","I am pessimistic","2023-02-24"
"62","290","I've gotten calm","2023-02-25"
"18","291","I'm feeling fired up","2023-02-25"
"62","292","I've been sympathetic","2023-02-25"
"48","293","I've been pumped","2023-02-25"
"445","294","I am sad","2023-02-25"
"18","295","I've gotten elated","2023-02-26"
"11","296","I'm spontaneous","2023-02-26"
"385","297","I feel euphoric","2023-02-26"
"111","298","I am grateful","2023-02-26"
"53","299","I've been pumped","2023-02-26"
"30","300","I feel disillusioned","2023-02-27"
"10","301","I am sad","2023-02-27"
"3","302","I'm feeling joyful","2023-02-27"
"66","303","I am annoyed","2023-02-27"
"645","304","I am grateful","2023-02-27"
"19","305","I feel thrilled","2023-02-28"
"505","306","I've gotten sad","2023-02-28"
"650","307","I've gotten nervous","2023-02-28"
"361","308","I feel thrilled","2023-02-28"
"235","309","I am joyful","2023-02-28"
"469","310","I've been lazy","2023-03-01"
"275","311","I've been impatient","2023-03-01"
"17","312","I feel happy","2023-03-01"
"8","313","I've been calm","2023-03-01"
"278","314","I've been frustrated","2023-03-01"
"136","315","I'm feeling joyful","2023-03-02"
"35","316","I feel melancholic","2023-03-02"
"74","317","I've gotten lonely","2023-03-02"
"299","318","I feel introspective","2023-03-02"
"86","319","I am eager","2023-03-02"
"54","320","I feel grateful","2023-03-02"
"738","321","I've gotten melancholic","2023-03-03"
"89","322","I'm satisfied","2023-03-03"
"67","323","I feel confident","2023-03-03"
"49","324","I am rejuvenated","2023-03-03"
"49","325","I've gotten curious","2023-03-03"
"750","326","I'm feeling spontaneous","2023-03-03"
"8","327","I'm feeling sad","2023-03-04"
"82","328","I'm feeling inspired","2023-03-04"
"44","329","I've been sad","2023-03-04"
"483","330","I feel content","2023-03-04"
"69","331","I am dejected","2023-03-04"
"44","332","I feel grateful","2023-03-04"
"318","333","I am pumped","2023-03-05"
"85","334","I feel hopeful","2023-03-05"
"622","335","I feel sympathetic","2023-03-05"
"174","336","I'm frustrated","2023-03-05"
"46","337","I've gotten impatient","2023-03-05"
"69","338","I've gotten thrilled","2023-03-05"
"44","339","I've gotten introspective","2023-03-06"
"22","340","I've been impatient","2023-03-06"
"252","341","I'm feeling disillusioned","2023-03-06"
"757","342","I've been lazy","2023-03-06"
"13","343","I am energetic","2023-03-06"
"634","344","I've been pessimistic","2023-03-06"
"491","345","I'm feeling sad","2023-03-07"
"57","346","I feel pumped","2023-03-07"
"146","347","I am optimistic","2023-03-07"
"227","348","I'm lonely","2023-03-07"
"419","349","I'm feeling frustrated","2023-03-07"
"235","350","I've gotten annoyed","2023-03-07"
"5","351","I feel energetic","2023-03-08"
"792","352","I'm nervous","2023-03-08"
"480","353","I've gotten optimistic","2023-03-08"
"6","354","I've gotten hopeful","2023-03-08"
"130","355","I am thrilled","2023-03-08"
"158","356","I've gotten excited","2023-03-08"
"554","357","I've gotten nervous","2023-03-09"
"799","358","I feel tired","2023-03-09"
"3","359","I feel dejected","2023-03-09"
"298","360","I'm sympathetic","2023-03-09"
"11","361","I feel sad","2023-03-09"
"68","362","I feel euphoric","2023-03-09"
"620","363","I've been relaxed","2023-03-10"
"958","364","I've gotten lonely","2023-03-10"
"135","365","I feel euphoric","2023-03-10"
"711","366","I feel apprehensive","2023-03-10"
"28","367","I'm confident","2023-03-10"
"164","368","I'm feeling content","2023-03-10"
"176","369","I've gotten content","2023-03-11"
"491","370","I'm feeling fired up","2023-03-11"
"891","371","I'm confident","2023-03-11"
"100","372","I've been joyful","2023-03-11"
"380","373","I'm nervous","2023-03-11"
"635","374","I'm fired up","2023-03-11"
"1","375","I'm feeling peaceful","2023-03-12"
"5","376","I am hopeful","2023-03-12"
"18","377","I feel inspired","2023-03-12"
"7","378","I feel pessimistic","2023-03-12"
"583","379","I am disappointed","2023-03-12"
"199","380","I've been astonished","2023-03-12"
"316","381","I am impatient","2023-03-13"
"131","382","I feel frustrated","2023-03-13"
"53","383","I'm content","2023-03-13"
"866","384","I feel serene","2023-03-13"
"733","385","I'm disappointed","2023-03-13"
"957","386","I've been stressed","2023-03-13"
"36","387","I'm feeling elated","2023-03-14"
"47","388","I'm feeling bored","2023-03-14"
"636","389","I am nervous","2023-03-14"
"27","390","I feel melancholic","2023-03-14"
"666","391","I've been hopeful","2023-03-14"
"576","392","I've gotten disappointed","2023-03-14"
"58","393","I'm feeling relaxed","2023-03-15"
"398","394","I'm nervous","2023-03-15"
"3","395","I've gotten content","2023-03-15"
"818","396","I'm grateful","2023-03-15"
"1010","397","I'm feeling disappointed","2023-03-15"
"305","398","I've gotten lonely","2023-03-15"
"423","399","I'm astonished","2023-03-16"
"62","400","I am rejuvenated","2023-03-16"
"81","401","I feel pumped","2023-03-16"
"58","402","I'm joyful","2023-03-16"
"102","403","I feel grateful","2023-03-16"
"360","404","I've been frustrated","2023-03-16"
"31","405","I'm feeling annoyed","2023-03-17"
"992","406","I've been restless","2023-03-17"
"694","407","I'm serene","2023-03-17"
"26","408","I am pumped","2023-03-17"
"3","409","I'm feeling inspired","2023-03-17"
"215","410","I am peaceful","2023-03-17"
"16","411","I feel impatient","2023-03-18"
"72","412","I am dejected","2023-03-18"
"203","413","I've gotten pessimistic","2023-03-18"
"49","414","I've gotten euphoric","2023-03-18"
"54","415","I am satisfied","2023-03-18"
"584","416","I feel spontaneous","2023-03-18"
"61","417","I am joyful","2023-03-19"
"15","418","I feel confident","2023-03-19"
"505","419","I'm feeling sad","2023-03-19"
"63","420","I am frustrated","2023-03-19"
"72","421","I'm feeling determined","2023-03-19"
"109","422","I feel sad","2023-03-19"
"80","423","I'm spontaneous","2023-03-19"
"152","424","I've been sympathetic","2023-03-20"
"51","425","I'm rejuvenated","2023-03-20"
"587","426","I've gotten dejected","2023-03-20"
"267","427","I feel relaxed","2023-03-20"
"980","428","I'm worried","2023-03-20"
"144","429","I've been annoyed","2023-03-20"
"88","430","I'm annoyed","2023-03-20"
"710","431","I've gotten disillusioned","2023-03-21"
"753","432","I've gotten rejuvenated","2023-03-21"
"227","433","I feel introspective","2023-03-21"
"9","434","I feel elated","2023-03-21"
"12","435","I feel astonished","2023-03-21"
"219","436","I've been sympathetic","2023-03-21"
"263","437","I feel pumped","2023-03-21"
"35","438","I'm dejected","2023-03-22"
"10","439","I've been restless","2023-03-22"
"36","440","I'm apprehensive","2023-03-22"
"260","441","I am eager","2023-03-22"
"71","442","I am frustrated","2023-03-22"
"857","443","I've gotten nervous","2023-03-22"
"13","444","I am annoyed","2023-03-22"
"457","445","I'm feeling hopeful","2023-03-23"
"54","446","I feel itchy","2023-03-23"
"17","447","I feel rejuvenated","2023-03-23"
"55","448","I'm feeling dejected","2023-03-23"
"49","449","I've been peaceful","2023-03-23"
"33","450","I've been thrilled","2023-03-23"
"77","451","I feel happy","2023-03-23"
"65","452","I am introspective","2023-03-24"
"75","453","I've gotten curious","2023-03-24"
"97","454","I'm pumped","2023-03-24"
"7","455","I'm happy","2023-03-24"
"393","456","I am melancholic","2023-03-24"
"505","457","I am bored","2023-03-24"
"20","458","I am sad","2023-03-24"
"79","459","I'm disillusioned","2023-03-25"
"5","460","I am confident","2023-03-25"
"21","461","I'm peaceful","2023-03-25"
"71","462","I feel confident","2023-03-25"
"74","463","I've gotten elated","2023-03-25"
"34","464","I've gotten pessimistic","2023-03-25"
"21","465","I'm feeling lonely","2023-03-25"
"76","466","I'm serene","2023-03-26"
"59","467","I've been introspective","2023-03-26"
"106","468","I've been thrilled","2023-03-26"
"916","469","I am calm","2023-03-26"
"291","470","I've gotten astonished","2023-03-26"
"458","471","I feel peaceful","2023-03-26"
"45","472","I've been confident","2023-03-26"
"19","473","I am rejuvenated","2023-03-27"
"418","474","I am dejected","2023-03-27"
"728","475","I'm curious","2023-03-27"
"79","476","I am disgusted","2023-03-27"
"15","477","I'm feeling thrilled","2023-03-27"
"38","478","I am fired up","2023-03-27"
"44","479","I'm feeling introspective","2023-03-27"
"746","480","I am thrilled","2023-03-28"
"78","481","I've gotten determined","2023-03-28"
"99","482","I've gotten calm","2023-03-28"
"88","483","I'm feeling restless","2023-03-28"
"32","484","I've been fired up","2023-03-28"
"31","485","I've been stressed","2023-03-28"
"69","486","I've been spontaneous","2023-03-28"
"564","487","I'm grateful","2023-03-29"
"43","488","I'm feeling grateful","2023-03-29"
"47","489","I've gotten sympathetic","2023-03-29"
"868","490","I'm sad","2023-03-29"
"507","491","I am impatient","2023-03-29"
"801","492","I'm feeling spontaneous","2023-03-29"
"55","493","I feel astonished","2023-03-29"
"23","494","I've been relaxed","2023-03-30"
"87","495","I am happy","2023-03-30"
"272","496","I feel fired up","2023-03-30"
"982","497","I feel overwhelmed","2023-03-30"
"95","498","I am determined","2023-03-30"
"18","499","I've gotten content","2023-03-30"
"24","500","I feel spontaneous","2023-03-30"
"78","501","I'm elated","2023-03-31"
"41","502","I am angry","2023-03-31"
"283","503","I've been impatient","2023-03-31"
"107","504","I am impatient","2023-03-31"
"130","505","I am pumped","2023-03-31"
"25","506","I've been rejuvenated","2023-03-31"
"90","507","I've been melancholic","2023-03-31"
"7","508","I feel worried","2023-04-01"
"127","509","I'm confident","2023-04-01"
"10","510","I'm frustrated","2023-04-01"
"42","511","I'm feeling amused","2023-04-01"
"36","512","I'm feeling lazy","2023-04-01"
"65","513","I've gotten relaxed","2023-04-01"
"32","514","I feel dejected","2023-04-01"
"782","515","I am introspective","2023-04-02"
"561","516","I've been fired up","2023-04-02"
"852","517","I've been inspired","2023-04-02"
"254","518","I've gotten disappointed","2023-04-02"
"156","519","I'm feeling annoyed","2023-04-02"
"70","520","I am hopeful","2023-04-02"
"83","521","I am overwhelmed","2023-04-02"
"940","522","I feel confident","2023-04-03"
"854","523","I've been rejuvenated","2023-04-03"
"176","524","I've gotten introspective","2023-04-03"
"122","525","I am eager","2023-04-03"
"257","526","I've gotten energetic","2023-04-03"
"10","527","I am overwhelmed","2023-04-03"
"3","528","I've gotten content","2023-04-03"
"756","529","I'm feeling disgusted","2023-04-03"
"3","530","I'm feeling restless","2023-04-04"
"82","531","I've been spontaneous","2023-04-04"
"415","532","I've been lazy","2023-04-04"
"192","533","I've gotten angry","2023-04-04"
"19","534","I've been lonely","2023-04-04"
"56","535","I am apprehensive","2023-04-04"
"66","536","I'm feeling angry","2023-04-04"
"89","537","I am calm","2023-04-04"
"7","538","I've been calm","2023-04-05"
"75","539","I've been disgusted","2023-04-05"
"206","540","I've been impatient","2023-04-05"
"159","541","I'm frustrated","2023-04-05"
"684","542","I'm joyful","2023-04-05"
"227","543","I feel curious","2023-04-05"
"48","544","I'm content","2023-04-05"
"207","545","I feel sympathetic","2023-04-05"
"44","546","I've gotten elated","2023-04-06"
"92","547","I am thrilled","2023-04-06"
"75","548","I've gotten nervous","2023-04-06"
"95","549","I've been introspective","2023-04-06"
"33","550","I'm worried","2023-04-06"
"121","551","I've been serene","2023-04-06"
"43","552","I feel eager","2023-04-06"
"10","553","I've been overwhelmed","2023-04-06"
"401","554","I am relaxed","2023-04-07"
"13","555","I'm disappointed","2023-04-07"
"53","556","I feel pessimistic","2023-04-07"
"44","557","I'm feeling tired","2023-04-07"
"987","558","I've gotten satisfied","2023-04-07"
"19","559","I've been apprehensive","2023-04-07"
"92","560","I'm tired","2023-04-07"
"334","561","I've been disillusioned","2023-04-07"
"683","562","I've been satisfied","2023-04-08"
"46","563","I'm feeling curious","2023-04-08"
"13","564","I am calm","2023-04-08"
"12","565","I'm disappointed","2023-04-08"
"954","566","I feel apprehensive","2023-04-08"
"94","567","I'm lonely","2023-04-08"
"15","568","I am peaceful","2023-04-08"
"31","569","I'm feeling inspired","2023-04-08"
"183","570","I've gotten melancholic","2023-04-09"
"216","571","I am dejected","2023-04-09"
"398","572","I've gotten nervous","2023-04-09"
"51","573","I've gotten disillusioned","2023-04-09"
"952","574","I feel amused","2023-04-09"
"835","575","I am sad","2023-04-09"
"23","576","I feel angry","2023-04-09"
"73","577","I'm impatient","2023-04-09"
"963","578","I am disgusted","2023-04-10"
"45","579","I'm feeling elated","2023-04-10"
"880","580","I've gotten calm","2023-04-10"
"679","581","I'm feeling optimistic","2023-04-10"
"21","582","I am pumped","2023-04-10"
"90","583","I've gotten pessimistic","2023-04-10"
"672","584","I feel dejected","2023-04-10"
"68","585","I feel confident","2023-04-10"
"352","586","I'm grateful","2023-04-11"
"79","587","I'm dejected","2023-04-11"
"28","588","I'm feeling satisfied","2023-04-11"
"264","589","I'm relaxed","2023-04-11"
"383","590","I am introspective","2023-04-11"
"170","591","I feel rejuvenated","2023-04-11"
"79","592","I am nervous","2023-04-11"
"73","593","I've gotten angry","2023-04-11"
"12","594","I am annoyed","2023-04-12"
"15","595","I feel happy","2023-04-12"
"26","596","I feel overwhelmed","2023-04-12"
"9","597","I'm rejuvenated","2023-04-12"
"482","598","I've been hopeful","2023-04-12"
"13","599","I've gotten grateful","2023-04-12"
"598","600","I'm introspective","2023-04-12"
"17","601","I've gotten dejected","2023-04-12"
"973","602","I've gotten angry","2023-04-13"
"706","603","I'm amused","2023-04-13"
"409","604","I've gotten joyful","2023-04-13"
"16","605","I am apprehensive","2023-04-13"
"224","606","I'm bored","2023-04-13"
"314","607","I'm eager","2023-04-13"
"30","608","I'm feeling joyful","2023-04-13"
"79","609","I've been relaxed","2023-04-13"
"229","610","I've gotten nervous","2023-04-14"
"1","611","I'm feeling energetic","2023-04-14"
"63","612","I feel happy","2023-04-14"
"393","613","I've gotten serene","2023-04-14"
"494","614","I'm feeling joyful","2023-04-14"
"242","615","I feel thrilled","2023-04-14"
"6","616","I feel euphoric","2023-04-14"
"854","617","I've gotten confident","2023-04-14"
"56","618","I am worried","2023-04-15"
"59","619","I've been apprehensive","2023-04-15"
"58","620","I feel grateful","2023-04-15"
"71","621","I've been lazy","2023-04-15"
"2","622","I'm euphoric","2023-04-15"
"944","623","I feel confident","2023-04-15"
"30","624","I am annoyed","2023-04-15"
"22","625","I am sympathetic","2023-04-15"
"67","626","I've been apprehensive","2023-04-15"
"75","627","I've been lonely","2023-04-16"
"29","628","I am disgusted","2023-04-16"
"54","629","I feel thrilled","2023-04-16"
"84","630","I feel relaxed","2023-04-16"
"356","631","I feel introspective","2023-04-16"
"83","632","I've been introspective","2023-04-16"
"95","633","I've gotten satisfied","2023-04-16"
"112","634","I'm feeling serene","2023-04-16"
"12","635","I am disgusted","2023-04-16"
"304","636","I've been sad","2023-04-17"
"8","637","I've been itchy","2023-04-17"
"20","638","I've been stressed","2023-04-17"
"6","639","I've gotten melancholic","2023-04-17"
"85","640","I am introspective","2023-04-17"
"110","641","I've gotten fired up","2023-04-17"
"67","642","I am pessimistic","2023-04-17"
"29","643","I am elated","2023-04-17"
"41","644","I've been serene","2023-04-17"
"276","645","I've been tired","2023-04-18"
"8","646","I am content","2023-04-18"
"615","647","I've gotten excited","2023-04-18"
"111","648","I've gotten lonely","2023-04-18"
"951","649","I feel apprehensive","2023-04-18"
"473","650","I've been angry","2023-04-18"
"12","651","I'm thrilled","2023-04-18"
"52","652","I feel introspective","2023-04-18"
"663","653","I'm hopeful","2023-04-18"
"18","654","I'm lazy","2023-04-19"
"41","655","I've been satisfied","2023-04-19"
"5","656","I feel spontaneous","2023-04-19"
"645","657","I feel bored","2023-04-19"
"152","658","I'm euphoric","2023-04-19"
"52","659","I am satisfied","2023-04-19"
"40","660","I've been energetic","2023-04-19"
"66","661","I've been joyful","2023-04-19"
"56","662","I feel spontaneous","2023-04-19"
"46","663","I feel euphoric","2023-04-20"
"1","664","I've been lazy","2023-04-20"
"43","665","I feel sympathetic","2023-04-20"
"645","666","I'm impatient","2023-04-20"
"83","667","I'm bored","2023-04-20"
"28","668","I feel itchy","2023-04-20"
"645","669","I am serene","2023-04-20"
"28","670","I'm feeling worried","2023-04-20"
"44","671","I've gotten optimistic","2023-04-20"
